Season,Week,Num_Contestants,Eliminated,Judge_Rank,Fan_Rank,Combined_Rank,Judge_Favorite_Eliminated,Fan_Favorite_Eliminated,Judge_Top_Half_Eliminated,Fan_Top_Half_Eliminated,Neither_Worst
12,6,7,Chris Jericho,7.0,7.0,7.0,False,False,False,False,False
12,7,6,Kendra Wilkinson,4.0,6.0,6.0,False,False,False,False,False
12,8,5,Ralph Macchio,5.0,1.0,5.0,False,True,False,True,False
12,9,4,Ralph Macchio,4.0,4.0,4.0,False,False,False,False,False
12,10,3,Kirstie Alley,3.0,2.0,3.0,False,False,False,False,False
13,1,12,Metta World Peace (Ron),9.0,12.0,12.0,False,False,False,False,False
13,2,11,Chaz Bono,11.0,3.0,11.0,False,False,False,True,False
13,3,10,Chaz Bono,10.0,3.0,10.0,False,False,False,True,False
13,4,9,Carson Kressley,9.0,4.0,9.0,False,False,False,True,False
13,5,8,Carson Kressley,8.0,8.0,8.0,False,False,False,False,False
13,6,7,Chaz Bono,7.0,7.0,7.0,False,False,False,False,False
13,7,6,Nancy Grace,6.0,1.0,6.0,False,True,False,True,False
13,8,5,Nancy Grace,5.0,5.0,5.0,False,False,False,False,False
13,9,4,Hope Solo,4.0,4.0,4.0,False,False,False,False,False
13,10,3,Ricki Lake,3.0,2.0,3.0,False,False,False,False,False
14,1,12,Melissa Gilbert,10.0,6.0,12.0,False,False,False,True,True
14,2,12,Martina Navratilova,12.0,12.0,12.0,False,False,False,False,False
14,3,11,Jack Wagner,7.0,11.0,11.0,False,False,False,False,False
14,4,10,Gladys Knight,10.0,2.0,10.0,False,False,False,True,False
14,5,9,Gavin DeGraw,9.0,9.0,9.0,False,False,False,False,False
14,6,8,Gladys Knight,8.0,8.0,8.0,False,False,False,False,False
14,7,7,Melissa Gilbert,7.0,2.0,7.0,False,False,False,True,False
14,8,6,Melissa Gilbert,6.0,6.0,6.0,False,False,False,False,False
14,9,4,Katherine Jenkins,4.0,1.0,4.0,False,True,False,True,False
14,10,3,Donald Driver,2.0,3.0,3.0,False,False,False,False,False
15,1,13,Pamela Anderson,13.0,13.0,13.0,False,False,False,False,False
15,2,12,Bristol Palin,12.0,1.0,12.0,False,True,False,True,False
15,3,11,Bristol Palin,11.0,2.0,11.0,False,False,False,True,False
15,4,9,Kirstie Alley,9.0,2.0,9.0,False,False,False,True,False
15,5,8,Kelly Monaco,8.0,1.0,8.0,False,True,False,True,False
15,6,8,Emmitt Smith,8.0,2.0,8.0,False,False,False,True,False
15,7,7,Kirstie Alley,7.0,4.0,7.0,False,False,False,False,False
15,8,7,Kirstie Alley,7.0,7.0,7.0,False,False,False,False,False
15,9,5,Emmitt Smith,5.0,5.0,5.0,False,False,False,False,False
15,10,3,Shawn Johnson,3.0,3.0,3.0,False,False,False,False,False
16,1,12,D. L. Hughley,12.0,6.0,12.0,False,False,False,True,False
16,2,12,D. L. Hughley,11.0,9.0,12.0,False,False,False,False,False
16,3,11,Wynonna Judd,10.0,11.0,11.0,False,False,False,False,False
16,4,10,Lisa Vanderpump,9.0,10.0,10.0,False,False,False,False,False
16,5,9,D. L. Hughley,8.0,9.0,9.0,False,False,False,False,False
16,6,8,Victor Ortiz,8.0,8.0,8.0,False,False,False,False,False
16,7,7,Andy Dick,7.0,7.0,7.0,False,False,False,False,False
16,8,6,Sean Lowe,6.0,6.0,6.0,False,False,False,False,False
16,9,5,Ingo Rademacher,5.0,5.0,5.0,False,False,False,False,False
16,10,4,Jacoby Jones,4.0,2.0,4.0,False,False,False,True,False
17,1,12,Bill Nye,12.0,6.0,12.0,False,False,False,True,False
17,2,12,Bill Nye,12.0,1.0,12.0,False,True,False,True,False
17,3,11,Bill Nye,10.0,11.0,11.0,False,False,False,False,False
17,4,10,Valerie Harper,10.0,10.0,10.0,False,False,False,False,False
17,5,9,Leah Remini,9.0,2.0,9.0,False,False,False,True,False
17,6,8,Bill Engvall,8.0,5.0,8.0,False,False,False,False,False
17,7,8,Bill Engvall,8.0,4.0,8.0,False,False,False,True,False
17,8,7,Bill Engvall,7.0,2.0,7.0,False,False,False,True,False
17,9,6,Bill Engvall,6.0,1.0,6.0,False,True,False,True,False
17,10,5,Bill Engvall,5.0,1.0,5.0,False,True,False,True,False
17,11,4,Bill Engvall,4.0,4.0,4.0,False,False,False,False,False
18,1,12,Billy Dee Williams,12.0,4.0,12.0,False,False,False,True,False
18,2,11,Billy Dee Williams,11.0,4.0,11.0,False,False,False,True,False
18,3,9,Drew Carey,9.0,1.0,9.0,False,True,False,True,False
18,4,9,Candace Cameron Bure,9.0,5.0,9.0,False,False,False,False,False
18,5,9,Drew Carey,9.0,1.0,9.0,False,True,False,True,False
18,6,8,Drew Carey,7.0,8.0,8.0,False,False,False,False,False
18,7,7,NeNe Leakes,7.0,7.0,7.0,False,False,False,False,False
18,8,6,James Maslow,4.0,5.0,6.0,False,False,False,False,True
18,9,5,Candace Cameron Bure,5.0,3.0,5.0,False,False,False,False,False
18,10,4,Candace Cameron Bure,4.0,2.0,4.0,False,False,False,True,False
19,1,13,Betsey Johnson,13.0,1.0,13.0,False,True,False,True,False
19,2,12,Michael Waltrip,12.0,1.0,12.0,False,True,False,True,False
19,3,11,Randy Couture,11.0,11.0,11.0,False,False,False,False,False
19,4,10,Jonathan Bennett,10.0,3.0,10.0,False,False,False,True,False
19,5,9,Michael Waltrip,9.0,1.0,9.0,False,True,False,True,False
19,6,9,Tommy Chong,8.0,3.0,9.0,False,False,False,True,True
19,7,8,Michael Waltrip,8.0,1.0,8.0,False,True,False,True,False
19,8,7,Michael Waltrip,7.0,7.0,7.0,False,False,False,False,False
19,9,6,Tommy Chong,6.0,1.0,6.0,False,True,False,True,False
19,10,5,Tommy Chong,5.0,5.0,5.0,False,False,False,False,False
19,11,4,Bethany Mota,4.0,4.0,4.0,False,False,False,False,False
20,1,12,Redfoo,11.0,10.0,12.0,False,False,False,False,True
20,2,12,Chris Soules,12.0,1.0,12.0,False,True,False,True,False
20,3,11,Charlotte McKinney,10.0,11.0,11.0,False,False,False,False,False
20,4,10,Chris Soules,10.0,1.0,10.0,False,True,False,True,False
20,5,9,Robert Herjavec,9.0,2.0,9.0,False,False,False,True,False
20,6,8,Patti LaBelle,6.0,8.0,8.0,False,False,False,False,False
20,7,7,Chris Soules,6.0,2.0,7.0,False,False,False,True,False
20,8,6,Robert Herjavec,6.0,1.0,6.0,False,True,False,True,False
20,9,4,Noah Galloway,4.0,3.0,4.0,False,False,False,False,False
20,10,3,Noah Galloway,3.0,3.0,3.0,False,False,False,False,False
21,1,13,Paula Deen,9.0,8.0,13.0,False,False,False,False,True
21,2,13,Chaka Khan,13.0,13.0,13.0,False,False,False,False,False
21,3,10,Paula Deen,10.0,2.0,10.0,False,False,False,True,False
21,4,10,Gary Busey,10.0,10.0,10.0,False,False,False,False,False
21,5,9,Paula Deen,9.0,1.0,9.0,False,True,False,True,False
21,6,9,Paula Deen,9.0,9.0,9.0,False,False,False,False,False
21,7,8,Alek Skarlatos,8.0,4.0,8.0,False,False,False,True,False
21,8,7,Andy Grammer,7.0,7.0,7.0,False,False,False,False,False
21,9,6,Tamar Braxton,6.0,2.0,6.0,False,False,False,True,False
21,10,4,Nick Carter,4.0,3.0,4.0,False,False,False,False,False
21,11,4,Alek Skarlatos,4.0,1.0,4.0,False,True,False,True,False
22,1,12,Doug Flutie,10.0,8.0,12.0,False,False,False,False,False
22,2,12,Geraldo Rivera,11.0,12.0,12.0,False,False,False,False,False
22,3,11,Mischa Barton,11.0,11.0,11.0,False,False,False,False,False
22,4,10,Doug Flutie,10.0,1.0,10.0,False,True,False,True,False
22,5,9,Antonio Brown,9.0,7.0,9.0,False,False,False,False,False
22,6,9,Doug Flutie,9.0,9.0,9.0,False,False,False,False,False
22,7,8,Jodie Sweetin,8.0,1.0,8.0,False,True,False,True,False
22,8,6,Wanya Morris,6.0,1.0,6.0,False,True,False,True,False
22,9,5,Antonio Brown,5.0,3.0,5.0,False,False,False,False,False
22,10,3,Ginger Zee,3.0,2.0,3.0,False,False,False,False,False
23,1,13,Rick Perry,13.0,13.0,13.0,False,False,False,False,False
23,2,13,Rick Perry,13.0,1.0,13.0,False,True,False,True,False
23,3,12,Rick Perry,11.0,12.0,12.0,False,False,False,False,False
23,4,11,Babyface,11.0,1.0,11.0,False,True,False,True,False
23,5,9,Maureen McCormick,6.0,8.0,9.0,False,False,False,False,True
23,6,9,Amber Rose,9.0,9.0,9.0,False,False,False,False,False
23,7,8,Marilu Henner,8.0,2.0,8.0,False,False,False,True,False
23,8,7,Marilu Henner,7.0,1.0,7.0,False,True,False,True,False
23,9,6,Marilu Henner,5.0,6.0,6.0,False,False,False,False,False
23,10,5,Calvin Johnson Jr.,5.0,2.0,5.0,False,False,False,True,False
23,11,4,Jana Kramer,4.0,4.0,4.0,False,False,False,False,False
24,1,12,Mr. T,10.0,11.0,12.0,False,False,False,False,True
24,2,12,Chris Kattan,11.0,12.0,12.0,False,False,False,False,False
24,3,11,Charo,9.0,11.0,11.0,False,False,False,False,False
24,4,10,Mr. T,10.0,10.0,10.0,False,False,False,False,False
24,5,9,David Ross,9.0,7.0,9.0,False,False,False,False,False
24,6,8,Nick Viall,8.0,1.0,8.0,False,True,False,True,False
24,7,7,Bonner Bolton,7.0,1.0,7.0,False,True,False,True,False
24,8,5,Bonner Bolton,5.0,5.0,5.0,False,False,False,False,False
24,9,4,David Ross,4.0,2.0,4.0,False,False,False,True,False
24,10,3,David Ross,3.0,2.0,3.0,False,False,False,False,False
25,1,13,Terrell Owens,11.0,6.0,13.0,False,False,False,True,True
25,2,13,Barbara Corcoran,13.0,1.0,13.0,False,True,False,True,False
25,3,11,Sasha Pieterse,11.0,8.0,11.0,False,False,False,False,False
25,4,11,Nick Lachey,11.0,1.0,11.0,False,True,False,True,False
25,5,10,Nick Lachey,10.0,1.0,10.0,False,True,False,True,False
25,6,9,Nick Lachey,9.0,9.0,9.0,False,False,False,False,False
25,7,8,Nikki Bella,8.0,2.0,8.0,False,False,False,True,False
25,8,6,Drew Scott,6.0,5.0,6.0,False,False,False,False,False
25,9,5,Drew Scott,5.0,3.0,5.0,False,False,False,False,False
25,10,4,Drew Scott,4.0,4.0,4.0,False,False,False,False,False
26,1,10,Kareem Abdul-Jabbar,10.0,3.0,10.0,False,False,False,True,False
26,2,8,Kareem Abdul-Jabbar,8.0,4.0,8.0,False,False,False,True,False
26,3,6,Jennie Finch Daigle,6.0,1.0,6.0,False,True,False,True,False
26,4,3,Tonya Harding,3.0,3.0,3.0,False,False,False,False,False
27,1,13,Joe Amabile,13.0,1.0,13.0,False,True,False,True,False
27,2,12,Joe Amabile,12.0,1.0,12.0,False,True,False,True,False
27,3,11,Joe Amabile,11.0,1.0,11.0,False,True,False,True,False
27,4,10,Joe Amabile,10.0,1.0,10.0,False,True,False,True,False
27,5,9,Joe Amabile,9.0,1.0,9.0,False,True,False,True,False
27,6,9,John Schneider,9.0,2.0,9.0,False,False,False,True,False
27,7,8,Joe Amabile,8.0,1.0,8.0,False,True,False,True,False
27,8,6,Bobby Bones,6.0,3.0,6.0,False,False,False,True,False
27,9,4,Bobby Bones,4.0,3.0,4.0,False,False,False,False,False
28,1,12,Lamar Odom,7.0,12.0,12.0,False,False,False,False,False
28,2,12,Mary Wilson,9.0,12.0,12.0,False,False,False,False,False
28,3,10,Sean Spicer,8.0,7.0,10.0,False,False,False,False,True
28,4,10,Lamar Odom,9.0,10.0,10.0,False,False,False,False,False
28,5,9,Sean Spicer,9.0,1.0,9.0,False,True,False,True,False
28,6,9,Sean Spicer,9.0,1.0,9.0,False,True,False,True,False
28,7,8,Sean Spicer,8.0,1.0,8.0,False,True,False,True,False
28,8,7,Sean Spicer,7.0,1.0,7.0,False,True,False,True,False
28,9,6,Sean Spicer,6.0,6.0,6.0,False,False,False,False,False
28,10,5,James Van Der Beek,5.0,5.0,5.0,False,False,False,False,False
28,11,4,Lauren Alaina,4.0,1.0,4.0,False,True,False,True,False
29,1,15,Chrishell Stause,12.0,12.0,15.0,False,False,False,False,True
29,2,15,Charles Oakley,12.0,15.0,15.0,False,False,False,False,False
29,3,14,Carole Baskin,13.0,14.0,14.0,False,False,False,False,False
29,4,13,Anne Heche,10.0,13.0,13.0,False,False,False,False,False
29,5,12,Jesse Metcalfe,11.0,12.0,12.0,False,False,False,False,False
29,6,11,Skai Jackson,11.0,1.0,11.0,False,True,False,True,False
29,7,10,Monica Aldama,10.0,10.0,10.0,False,False,False,False,False
29,8,8,Nelly,8.0,1.0,8.0,False,True,False,True,False
29,9,7,Nelly,7.0,1.0,7.0,False,True,False,True,False
29,10,6,Johnny Weir,4.0,6.0,6.0,False,False,False,False,False
29,11,4,Nelly,4.0,1.0,4.0,False,True,False,True,False
30,1,15,Iman Shumpert,14.0,15.0,15.0,False,False,False,False,False
30,2,15,Martin Kove,15.0,15.0,15.0,False,False,False,False,False
30,3,14,Cody Rigsby,14.0,1.0,14.0,False,True,False,True,False
30,4,13,Brian Austin Green,13.0,1.0,13.0,False,True,False,True,False
30,5,11,Iman Shumpert,11.0,3.0,11.0,False,False,False,True,False
30,6,10,Kenya Moore,10.0,10.0,10.0,False,False,False,False,False
30,7,9,"Mike ""The Miz"" Mizanin",9.0,9.0,9.0,False,False,False,False,False
30,8,8,Jimmie Allen,8.0,3.0,8.0,False,False,False,True,False
30,9,6,Cody Rigsby,6.0,1.0,6.0,False,True,False,True,False
30,10,4,Cody Rigsby,4.0,1.0,4.0,False,True,False,True,False
31,1,16,Jason Lewis,10.0,16.0,16.0,False,False,False,False,False
31,2,15,Cheryl Ladd,15.0,1.0,15.0,False,True,False,True,False
31,3,14,Vinny Guadagnino,14.0,1.0,14.0,False,True,False,True,False
31,4,13,Sam Champion,13.0,13.0,13.0,False,False,False,False,False
31,5,12,Vinny Guadagnino,12.0,1.0,12.0,False,True,False,True,False
31,6,10,Vinny Guadagnino,10.0,1.0,10.0,False,True,False,True,False
31,7,9,Vinny Guadagnino,9.0,3.0,9.0,False,False,False,True,False
31,8,8,Vinny Guadagnino,8.0,8.0,8.0,False,False,False,False,False
31,9,6,Trevor Donovan,6.0,5.0,6.0,False,False,False,False,False
31,10,4,Shangela,3.0,4.0,4.0,False,False,False,False,False
32,1,14,Matt Walsh,8.0,14.0,14.0,False,False,False,False,False
32,2,13,Jamie Lynn Spears,9.0,13.0,13.0,False,False,False,False,False
32,3,12,Tyson Beckford,12.0,12.0,12.0,False,False,False,False,False
32,4,11,Barry Williams,10.0,3.0,11.0,False,False,False,True,True
32,5,10,Harry Jowsey,10.0,2.0,10.0,False,False,False,True,False
32,6,9,Harry Jowsey,9.0,3.0,9.0,False,False,False,True,False
32,7,8,Harry Jowsey,8.0,2.0,8.0,False,False,False,True,False
32,8,7,Harry Jowsey,7.0,2.0,7.0,False,False,False,True,False
32,9,6,Harry Jowsey,6.0,6.0,6.0,False,False,False,False,False
32,10,5,Alyson Hannigan,5.0,1.0,5.0,False,True,False,True,False
32,11,5,Alyson Hannigan,5.0,1.0,5.0,False,True,False,True,False
33,1,13,Eric Roberts,12.0,6.0,13.0,False,False,False,True,False
33,2,13,Reginald VelJohnson,12.0,2.0,13.0,False,False,False,True,True
33,3,11,Reginald VelJohnson,11.0,11.0,11.0,False,False,False,False,False
33,4,9,Dwight Howard ,9.0,5.0,9.0,False,False,False,False,False
33,5,8,Phaedra Parks,6.0,8.0,8.0,False,False,False,False,False
33,6,7,Ilona Maher,7.0,3.0,7.0,False,False,False,True,False
33,7,6,Dwight Howard ,6.0,6.0,6.0,False,False,False,False,False
33,8,5,Stephen Nedoroscik,5.0,3.0,5.0,False,False,False,False,False
33,9,5,Danny Amendola,5.0,1.0,5.0,False,True,False,True,False
34,1,14,Corey Feldman,9.0,13.0,14.0,False,False,False,False,True
34,2,14,Corey Feldman,13.0,2.0,14.0,False,False,False,True,True
34,3,12,Lauren Jauregui,11.0,12.0,12.0,False,False,False,False,False
34,4,11,Andy Richter,11.0,1.0,11.0,False,True,False,True,False
34,5,10,Andy Richter,10.0,1.0,10.0,False,True,False,True,False
34,6,10,Andy Richter,10.0,1.0,10.0,False,True,False,True,False
34,7,9,Andy Richter,9.0,1.0,9.0,False,True,False,True,False
34,8,8,Andy Richter,8.0,1.0,8.0,False,True,False,True,False
34,9,7,Andy Richter,7.0,7.0,7.0,False,False,False,False,False
34,10,6,Dylan Efron,6.0,1.0,6.0,False,True,False,True,False
34,11,5,Elaine Hendrix,5.0,5.0,5.0,False,False,False,False,False
